assessment_id,control_id,control_family,system_id,system_name,assessment_date,assessment_type,assessor,implementation_status,effectiveness_rating,gap_description,remediation_plan,remediation_due_date,remediation_owner,findings
22d2f922-27f8-4e73-9c8d-3a5eacb33c74,PE-12,Physical and Environmental Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-31,External Audit,Compliance Team,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Document and formalize existing procedures,2025-09-29,Nicole Taylor,Assessment of PE-12 for Analytics HRIS
f25caaa5-ada3-45d9-ad1a-2c3c4abd7695,AC-22,Access Control,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-09,Internal Audit,Compliance Team,Not Applicable,,,,,,Assessment of AC-22 for Analytics HRIS
e9432a48-e44e-4234-9404-bd3104c6866a,IR-7,Incident Response,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-01,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of IR-7 for Analytics HRIS
1bdb7f18-51e6-4c40-9207-02ec5dc9057b,SC-15,System and Communications Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-08,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Control not yet implemented pending resource allocation,Create exception handling process,2025-07-15,Nicole Taylor,Assessment of SC-15 for Analytics HRIS
5aa2d134-b1c2-4d0d-899e-960e70e61685,PM-4,Program Management,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-12,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of PM-4 for Analytics HRIS
0cfc29c4-51b2-42ce-90da-672a59a324ca,AC-7,Access Control,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-12,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of AC-7 for Analytics HRIS
6ff662d3-d187-482d-a3ab-aeacfec0cf5f,RA-1,Risk Assessment,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-15,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of RA-1 for Analytics HRIS
34bb910f-4d6a-46d7-900e-bce836df8a3b,SR-12,Supply Chain Risk Management,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-31,Internal Audit,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of SR-12 for Analytics HRIS
6d9bc991-7aff-43ab-9366-473ef364d120,IR-4,Incident Response,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-14,Internal Audit,GRC Team,Not Applicable,,,,,,Assessment of IR-4 for Analytics HRIS
fdef76d1-0690-446a-be6a-a94fca9cc5b6,SR-8,Supply Chain Risk Management,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-11,Self-Assessment,Risk Management,Partially Implemented,Partially Effective,Policy documented but evidence collection incomplete,Document and formalize existing procedures,2025-09-30,Nicole Taylor,Assessment of SR-8 for Analytics HRIS
ba46505a-3da7-4c5d-b358-ddbe2c1af2a9,SA-9,System and Services Acquisition,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-19,External Audit,Security Operations,Implemented,Effective,,,,,Assessment of SA-9 for Analytics HRIS
39ac92ac-fb5e-4f1d-881f-3edbd54ef2f7,SC-1,System and Communications Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-12,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of SC-1 for Analytics HRIS
5fa01ec8-ce22-4d3d-965f-b1916163c8fb,IA-6,Identification and Authentication,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-02,External Audit,External Auditor - KPMG,Partially Implemented,Effective,Manual process needs automation for compliance,Deploy configuration management solution,2025-10-26,Nicole Taylor,Assessment of IA-6 for Analytics HRIS
dc2a75e5-820c-48bc-99be-95cdf14977fd,CP-10,Contingency Planning,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-10,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of CP-10 for Analytics HRIS
6e89c7cc-3316-41ce-817a-c92825d57b4e,PE-3,Physical and Environmental Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-14,External Audit,Risk Management,Implemented,Effective,,,,,Assessment of PE-3 for Analytics HRIS
59912427-ffd0-4476-9bb6-b467e27f9ef7,SI-12,System and Information Integrity,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-04,Internal Audit,GRC Team,Not Implemented,Not Effective,Manual process needs automation for compliance,Implement automated compliance checks,2025-06-16,Nicole Taylor,Assessment of SI-12 for Analytics HRIS
63cd479b-df1c-46c3-ad34-a96506a3598a,AC-20,Access Control,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-04-26,Self-Assessment,External Auditor - Deloitte,Not Implemented,Not Effective,Control not yet implemented pending resource allocation,Deploy centralized logging solution,2025-06-02,Nicole Taylor,Assessment of AC-20 for Analytics HRIS
5995f44e-c019-471f-99a2-2bdc439075dd,SA-2,System and Services Acquisition,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-15,Internal Audit,GRC Team,Implemented,Partially Effective,,,,,Assessment of SA-2 for Analytics HRIS
f2a45fb0-a7c2-41b7-bb5b-5ed262fc4566,SR-6,Supply Chain Risk Management,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-04-16,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of SR-6 for Analytics HRIS
5bc655f2-77c0-42fb-8be1-104fb6af6c85,CM-11,Configuration Management,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-17,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of CM-11 for Analytics HRIS
42aa5410-2fae-4aae-ad0e-9b75e7dd5c3e,AC-3,Access Control,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-04-17,Internal Audit,GRC Team,Not Applicable,,,,,,Assessment of AC-3 for Analytics HRIS
903ebb38-27e2-4362-be2a-150f07e1b8f7,AC-8,Access Control,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-08,Self-Assessment,Risk Management,Not Implemented,Not Effective,Awaiting management approval for implementation,Establish evidence collection workflow,2025-11-21,Nicole Taylor,Assessment of AC-8 for Analytics HRIS
54abcfc7-690a-4946-95c3-998029f3b3fc,SI-2,System and Information Integrity,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-04-29,Internal Audit,Security Operations,Partially Implemented,Effective,Awaiting management approval for implementation,Implement automated control monitoring by Q1 2025,2025-09-14,Nicole Taylor,Assessment of SI-2 for Analytics HRIS
e731125b-b10a-4a90-be95-0d59b0fac142,MP-6,Media Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-13,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of MP-6 for Analytics HRIS
1c1e8ecb-329c-44e4-8d80-a7b9cb4962ab,MP-7,Media Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-04-22,Internal Audit,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of MP-7 for Analytics HRIS
a5705df0-70e3-4afc-a28d-c2ca22b6df7b,CM-2,Configuration Management,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-18,Self-Assessment,Internal Audit Team,Implemented,Effective,,,,,Assessment of CM-2 for Analytics HRIS
b1a549f2-4d3c-4ba3-aa0b-388841ae850b,MP-1,Media Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-10,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of MP-1 for Analytics HRIS
8dad6f70-64b8-43c3-96e8-8df7fdc0c860,SC-5,System and Communications Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-07,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of SC-5 for Analytics HRIS
a502ef9d-8c42-4d34-8a2e-201d20b812d6,CA-2,Assessment Authorization and Monitoring,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-05-27,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of CA-2 for Analytics HRIS
7d75c3bf-9055-4413-bff7-8de56d67c8af,SC-22,System and Communications Protection,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-02,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of SC-22 for Analytics HRIS
2324ec3d-5e99-41bb-a494-1abda176af32,PS-3,Personnel Security,b21b50e2-5477-48fe-9624-1033b474b0f7,Analytics HRIS,2025-06-01,External Audit,GRC Team,Implemented,Effective,,,,,Assessment of PS-3 for Analytics HRIS
fbba6a91-3b30-424b-ac2b-9283b27ad1f0,IA-2,Identification and Authentication,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-18,Self-Assessment,Compliance Team,Implemented,Partially Effective,,,,,Assessment of IA-2 for Engineering Dashboard
6789c28b-53fe-4b2a-8458-3f041902d53e,PM-5,Program Management,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-14,Continuous Monitoring,Risk Management,Partially Implemented,Effective,Manual process needs automation for compliance,Create exception handling process,2025-10-09,David Williams,Assessment of PM-5 for Engineering Dashboard
076a0d17-d6a8-4cf3-bf27-e6d74af5725e,MP-2,Media Protection,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-12,Self-Assessment,External Auditor - PwC,Partially Implemented,Partially Effective,Training not yet completed for all relevant personnel,Upgrade legacy system to support required controls,2025-11-28,David Williams,Assessment of MP-2 for Engineering Dashboard
9d49f028-1904-4cc7-87b4-633f75e802f1,MA-4,Maintenance,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-14,Internal Audit,Internal Audit Team,Implemented,Effective,,,,,Assessment of MA-4 for Engineering Dashboard
19592990-7b76-46e6-b16b-2b668d63f12a,PM-1,Program Management,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-16,Self-Assessment,Security Operations,Not Implemented,Not Effective,Missing formal documentation of the control procedure,Implement automated control monitoring by Q1 2025,2025-08-03,David Williams,Assessment of PM-1 for Engineering Dashboard
be1f7b8d-0822-47cb-b79f-4ad681be32f3,SA-22,System and Services Acquisition,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-27,Self-Assessment,Internal Audit Team,Partially Implemented,Partially Effective,Third-party dependency blocking full implementation,Establish evidence collection workflow,2025-12-01,David Williams,Assessment of SA-22 for Engineering Dashboard
fb08627a-3efd-478c-a89c-7464c4bf236e,MA-5,Maintenance,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-15,Continuous Monitoring,External Auditor - Deloitte,Partially Implemented,Partially Effective,Process exists but not consistently followed across all teams,Implement automated compliance checks,2025-08-13,David Williams,Assessment of MA-5 for Engineering Dashboard
8f743434-28fd-4075-b45f-e1e11ff5060a,CP-3,Contingency Planning,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-23,Internal Audit,GRC Team,Implemented,Effective,,,,,Assessment of CP-3 for Engineering Dashboard
409074b5-4e60-4d93-9053-83f958a40d97,AU-3,Audit and Accountability,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-17,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of AU-3 for Engineering Dashboard
dc0819a7-7caf-4a11-a99c-b0bb0e5b350a,AT-3,Awareness and Training,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-18,Internal Audit,External Auditor - KPMG,Partially Implemented,Partially Effective,Manual process needs automation for compliance,Complete staff training program,2025-11-03,David Williams,Assessment of AT-3 for Engineering Dashboard
e11fdb62-7ba1-4a48-8f8c-52fbceb17a3d,IA-8,Identification and Authentication,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-17,Self-Assessment,External Auditor - Deloitte,Partially Implemented,Effective,Awaiting management approval for implementation,Establish evidence collection workflow,2025-07-26,David Williams,Assessment of IA-8 for Engineering Dashboard
769daccd-c267-44b2-a18b-6893493364fc,CP-4,Contingency Planning,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-28,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of CP-4 for Engineering Dashboard
22bc828d-6ff5-4d32-b2e2-4a45e24b79b7,SA-3,System and Services Acquisition,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-29,Self-Assessment,External Auditor - PwC,Implemented,Effective,,,,,Assessment of SA-3 for Engineering Dashboard
4ccda124-86f7-4685-bdc7-362f70822786,AC-22,Access Control,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-17,Internal Audit,Compliance Team,Implemented,Partially Effective,,,,,Assessment of AC-22 for Engineering Dashboard
2235f4b5-c379-44b6-b64d-bb5c8b288273,SR-2,Supply Chain Risk Management,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-19,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SR-2 for Engineering Dashboard
7a4e5a40-b6d3-439c-9de6-78ba49fcd3d8,AU-6,Audit and Accountability,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-27,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of AU-6 for Engineering Dashboard
870dce39-9d43-4b66-a0b8-afc6a406c27f,AC-2,Access Control,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-17,Self-Assessment,IT Security Team,Implemented,Effective,,,,,Assessment of AC-2 for Engineering Dashboard
d2ae0baa-b76e-4174-9bbc-8e5f8a835cca,PL-2,Planning,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-18,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of PL-2 for Engineering Dashboard
081014c1-9f2f-4f9d-8297-0cdfcdc0db93,SC-12,System and Communications Protection,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-29,Self-Assessment,Security Operations,Implemented,Effective,,,,,Assessment of SC-12 for Engineering Dashboard
e6e71fd8-54d5-4462-9001-64642afc8f9d,AT-2,Awareness and Training,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-24,Self-Assessment,Risk Management,Implemented,Effective,,,,,Assessment of AT-2 for Engineering Dashboard
ae0f0b90-7bfb-4326-9691-0a7c4b838ce8,AC-3,Access Control,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-01,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of AC-3 for Engineering Dashboard
045a2578-095e-4853-b5c2-956c1a7f9e41,SC-22,System and Communications Protection,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-11,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of SC-22 for Engineering Dashboard
44472019-7c60-4a35-959d-069c9813fa82,MA-2,Maintenance,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-15,Internal Audit,IT Security Team,Implemented,Effective,,,,,Assessment of MA-2 for Engineering Dashboard
6dc3d93b-8dd5-49d8-869d-139ef1c5589b,CA-7,Assessment Authorization and Monitoring,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-19,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CA-7 for Engineering Dashboard
38fb9c80-6f4e-4140-9f3d-68905eb67e59,CA-3,Assessment Authorization and Monitoring,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-18,External Audit,Security Operations,Implemented,Effective,,,,,Assessment of CA-3 for Engineering Dashboard
ff7e5d9a-869e-4b48-a613-15e0bd079be0,SI-2,System and Information Integrity,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-23,External Audit,Internal Audit Team,Not Applicable,,,,,,Assessment of SI-2 for Engineering Dashboard
0300b010-c9c5-41da-99cd-55b39711bd6c,CM-1,Configuration Management,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-06,Self-Assessment,GRC Team,Implemented,Effective,,,,,Assessment of CM-1 for Engineering Dashboard
f42d96a9-1051-4cff-8348-c891f2e6c0ed,PE-2,Physical and Environmental Protection,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-25,Self-Assessment,GRC Team,Implemented,Partially Effective,,,,,Assessment of PE-2 for Engineering Dashboard
fa49d5d0-53d8-4751-8698-7d9a1d628fa5,PS-9,Personnel Security,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-08,Self-Assessment,Compliance Team,Partially Implemented,Partially Effective,Control not yet implemented pending resource allocation,Establish evidence collection workflow,2025-10-13,David Williams,Assessment of PS-9 for Engineering Dashboard
c0b9d0a1-8d78-4811-8df3-800b5f972d10,CM-4,Configuration Management,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-26,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of CM-4 for Engineering Dashboard
28ec1829-58e2-448c-8499-10195a053650,SR-3,Supply Chain Risk Management,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-12,Internal Audit,Compliance Team,Implemented,Effective,,,,,Assessment of SR-3 for Engineering Dashboard
a341fa92-c3ff-43cb-ac83-df02ab64d812,SA-5,System and Services Acquisition,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-27,Self-Assessment,External Auditor - Deloitte,Partially Implemented,Partially Effective,Missing formal documentation of the control procedure,Upgrade legacy system to support required controls,2025-09-17,David Williams,Assessment of SA-5 for Engineering Dashboard
9721c2b0-d14a-4f10-bfc6-a651a62b2add,MP-7,Media Protection,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-12,Internal Audit,External Auditor - PwC,Implemented,Effective,,,,,Assessment of MP-7 for Engineering Dashboard
487e0c9a-8008-43a2-a3f1-137794d332ec,PS-8,Personnel Security,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-06-15,Self-Assessment,External Auditor - KPMG,Implemented,Effective,,,,,Assessment of PS-8 for Engineering Dashboard
5e217146-8e9c-4a18-9dbd-dbcb17d61a0a,CA-5,Assessment Authorization and Monitoring,2cc7baf4-2c43-498d-87bb-f18e50ed4914,Engineering Dashboard,2025-05-04,Self-Assessment,Internal Audit Team,Implemented,Not Effective,,,,,Assessment of CA-5 for Engineering Dashboard
cfa8c9e6-9a71-4328-9f96-6f657f0b787e,CM-5,Configuration Management,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,2025-02-03,Self-Assessment,External Auditor - Deloitte,Implemented,Effective,,,,,Assessment of CM-5 for Vendor Application
798f1cf2-12e7-42a8-aacd-99253c3c1520,CP-10,Contingency Planning,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,2025-02-28,Internal Audit,Risk Management,Implemented,Effective,,,,,Assessment of CP-10 for Vendor Application
0fcb2ebb-b8d7-41c6-a01d-e648c84c21e9,AC-20,Access Control,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,2025-03-22,External Audit,Security Operations,Implemented,Partially Effective,,,,,Assessment of AC-20 for Vendor Application
ad30bdcf-5b6a-4dba-9b36-598555a601cf,SI-12,System and Information Integrity,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,2025-01-28,Self-Assessment,Compliance Team,Implemented,Effective,,,,,Assessment of SI-12 for Vendor Application
da01140f-578f-4e4d-b4aa-591db01c2cb4,IA-12,Identification and Authentication,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,2025-03-19,Internal Audit,Security Operations,Implemented,Effective,,,,,Assessment of IA-12 for Vendor Application
f55db6d1-91f3-45a3-9288-a6c84c9f47cb,PS-4,Personnel Security,0ee7e6ee-32ef-4c0f-94d5-9aa47765a0e2,Vendor Application,2025-02-01,External Audit,GRC Team,Implemented,Effective,,,,,Assessment of PS-4 for Vendor Application
